seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
OTU_7540	1189	No terminal repeats	NA	2	11	0.9311	NA	1	2.9692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4614	1714	No terminal repeats	NA	4	11	0.9302	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_417	8874	No terminal repeats	NA	18	11	0.9301	NA	1	16.8072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6318	1352	No terminal repeats	NA	2	11	0.9299	NA	1	2.0266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3532	2117	No terminal repeats	NA	3	11	0.9298	NA	1	2.5480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5508	1498	No terminal repeats	NA	3	11	0.9296	NA	0	3.3395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2676	2626	No terminal repeats	NA	6	11	0.9295	NA	1	5.0747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6884	1271	No terminal repeats	NA	4	11	0.9290	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7532	1189	No terminal repeats	NA	3	11	0.9290	NA	1	2.9934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2851	2479	No terminal repeats	NA	4	11	0.9281	NA	0	4.7394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2932	2432	No terminal repeats	NA	4	11	0.9277	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4565	1730	No terminal repeats	NA	4	11	0.9271	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_291	11118	No terminal repeats	NA	16	11	0.9271	NA	2	7.1504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3498	2138	No terminal repeats	NA	3	11	0.9253	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2419	2820	No terminal repeats	NA	3	11	0.9246	NA	1	2.6964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5073	1592	No terminal repeats	NA	3	11	0.9245	NA	1	1.4616	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2880	2463	No terminal repeats	NA	4	11	0.9245	NA	0	4.0875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3925	1953	No terminal repeats	NA	3	11	0.9243	NA	1	2.5706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9211	1033	No terminal repeats	NA	3	11	0.9237	NA	1	2.5134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3929	1950	No terminal repeats	NA	3	11	0.9237	NA	1	5.1526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3079	2352	No terminal repeats	NA	4	11	0.9231	NA	0	5.1507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8722	1074	No terminal repeats	NA	3	11	0.9218	NA	2	3.1490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5773	1444	No terminal repeats	NA	2	11	0.9216	NA	0	3.4085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5499	1499	No terminal repeats	NA	3	11	0.9212	NA	1	3.9090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6096	1388	No terminal repeats	NA	3	11	0.9207	NA	0	3.4323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_873	5663	No terminal repeats	NA	7	11	0.9206	NA	2	3.8557	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2639	2655	No terminal repeats	NA	6	11	0.9201	NA	0	5.1911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_987	5258	No terminal repeats	NA	10	11	0.9199	NA	0	8.6727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6452	1332	No terminal repeats	NA	3	11	0.9193	NA	0	2.5345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8973	1053	No terminal repeats	NA	2	11	0.9191	NA	0	3.0316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2758	2548	No terminal repeats	NA	4	11	0.9186	NA	0	5.1245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_276	11446	No terminal repeats	NA	15	11	0.9184	NA	0	1.6769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5328	1537	No terminal repeats	NA	4	11	0.9183	NA	0	4.1340	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6110	1386	No terminal repeats	NA	3	11	0.9182	NA	1	3.4120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2076	3183	No terminal repeats	NA	7	11	0.9179	NA	1	4.9840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1738	3588	No terminal repeats	NA	5	11	0.9177	NA	1	4.4982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1835	3454	No terminal repeats	NA	8	11	0.9176	NA	0	7.3737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2490	2757	No terminal repeats	NA	6	11	0.9168	NA	0	1.3125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_384	9303	No terminal repeats	NA	9	11	0.9160	NA	0	4.8788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2261	2976	No terminal repeats	NA	4	11	0.9157	NA	0	4.6387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4597	1721	No terminal repeats	NA	4	11	0.9154	NA	1	3.9017	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4838	1651	No terminal repeats	NA	3	11	0.9154	NA	0	2.9865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_137	19337	No terminal repeats	NA	37	11	0.9153	NA	2	17.9583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1932	3347	No terminal repeats	NA	6	11	0.9148	NA	2	5.1405	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5737	1451	No terminal repeats	NA	3	11	0.9148	NA	0	4.2613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3293	2233	No terminal repeats	NA	3	11	0.9146	NA	0	2.5047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8895	1061	No terminal repeats	NA	5	11	0.9146	NA	1	5.7553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3684	2056	No terminal repeats	NA	5	11	0.9138	NA	0	4.1427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2517	2739	No terminal repeats	NA	4	11	0.9137	NA	1	4.1399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6398	1340	No terminal repeats	NA	4	4	0.9131	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_897	5574	No terminal repeats	NA	13	11	0.9126	NA	0	2.8850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1801	3509	No terminal repeats	NA	8	11	0.9126	NA	0	1.2801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8510	1091	No terminal repeats	NA	3	11	0.9114	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4330	1799	No terminal repeats	NA	2	11	0.9108	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1302	4380	No terminal repeats	NA	3	11	0.9107	NA	2	2.1590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5426	1515	No terminal repeats	NA	3	11	0.9094	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2975	2410	No terminal repeats	NA	5	11	0.9080	NA	1	4.9932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3946	1945	No terminal repeats	NA	6	11	0.9076	NA	0	5.8337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3757	2023	No terminal repeats	NA	4	11	0.9074	NA	0	3.2131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2465	2777	No terminal repeats	NA	3	11	0.9071	NA	1	3.4121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1766	3558	No terminal repeats	NA	3	11	0.9063	NA	1	3.0163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3138	2319	No terminal repeats	NA	5	11	0.9056	NA	0	4.8156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5206	1563	No terminal repeats	NA	3	11	0.9051	NA	1	2.4905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1767	3556	No terminal repeats	NA	3	11	0.9044	NA	2	4.6099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3054	2366	No terminal repeats	NA	2	11	0.9042	NA	1	1.8449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4541	1740	No terminal repeats	NA	3	11	0.9041	NA	0	3.0346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9371	1021	No terminal repeats	NA	2	11	0.9036	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5093	1587	No terminal repeats	NA	3	11	0.9026	NA	0	1.0942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4647	1706	No terminal repeats	NA	3	11	0.9026	NA	1	2.8406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3643	2076	ITR	NA	4	11	0.9024	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1552	3894	No terminal repeats	NA	7	11	0.9020	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4277	1817	No terminal repeats	NA	4	11	0.9017	NA	2	3.8046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4528	1744	No terminal repeats	NA	3	11	0.9006	NA	0	2.6446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1754	3569	No terminal repeats	NA	7	11	0.9004	NA	0	3.5680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2162	3084	No terminal repeats	NA	3	11	0.8999	NA	2	4.7485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_695	6501	No terminal repeats	NA	6	11	0.8998	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5445	1510	No terminal repeats	NA	3	11	0.8979	NA	0	1.4260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4847	1649	DTR	NA	2	11	0.8960	NA	1	0.9613	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Arfiviricetes;Cirlivirales
OTU_450	8494	No terminal repeats	NA	8	11	0.8948	NA	1	5.1977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7937	1149	No terminal repeats	NA	4	11	0.8928	NA	1	3.9223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6326	1352	No terminal repeats	NA	3	11	0.8921	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2612	2675	No terminal repeats	NA	5	11	0.8921	NA	0	2.2618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5631	1471	No terminal repeats	NA	3	11	0.8909	NA	1	2.7342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1486	4006	No terminal repeats	NA	7	11	0.8905	NA	0	3.3050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4536	1743	No terminal repeats	NA	4	11	0.8892	NA	0	3.4997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3239	2263	No terminal repeats	NA	5	11	0.8886	NA	0	1.6726	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_715	6362	No terminal repeats	NA	5	11	0.8883	NA	1	3.4794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5276	1548	No terminal repeats	NA	4	11	0.8883	NA	1	3.5077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4472	1761	No terminal repeats	NA	4	11	0.8880	NA	2	3.7367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3811	2004	No terminal repeats	NA	4	11	0.8880	NA	0	1.7060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8501	1093	No terminal repeats	NA	3	11	0.8875	NA	1	4.2587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5103	1584	No terminal repeats	NA	2	11	0.8874	NA	1	2.9126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5957	1412	No terminal repeats	NA	2	11	0.8847	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4400	1781	No terminal repeats	NA	2	11	0.8837	NA	2	1.9922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3188	2292	No terminal repeats	NA	5	11	0.8834	NA	0	4.9222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2476	2769	No terminal repeats	NA	5	11	0.8832	NA	1	4.5884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5207	1562	No terminal repeats	NA	3	11	0.8832	NA	1	2.2764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5586	1482	No terminal repeats	NA	3	11	0.8814	NA	0	3.0620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8006	1142	No terminal repeats	NA	3	11	0.8792	NA	1	3.0051	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8704	1075	No terminal repeats	NA	4	11	0.8784	NA	0	2.1093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6152	1378	No terminal repeats	NA	4	11	0.8784	NA	0	2.7281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5099	1586	No terminal repeats	NA	3	11	0.8770	NA	0	1.7132	Unclassified
OTU_4331	1799	No terminal repeats	NA	3	11	0.8763	NA	1	3.4319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4412	1778	No terminal repeats	NA	3	11	0.8748	NA	0	2.2250	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3549	2111	No terminal repeats	NA	3	11	0.8728	NA	1	4.6555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4685	1695	No terminal repeats	NA	4	11	0.8725	NA	1	3.2029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4557	1733	No terminal repeats	NA	3	11	0.8722	NA	0	2.9934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3842	1989	No terminal repeats	NA	4	11	0.8716	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2971	2413	No terminal repeats	NA	4	11	0.8708	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2439	2799	No terminal repeats	NA	4	11	0.8708	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5225	1559	No terminal repeats	NA	4	11	0.8701	NA	1	4.8531	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3774	2014	No terminal repeats	NA	4	11	0.8680	NA	0	3.0724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7537	1189	No terminal repeats	NA	2	11	0.8671	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6681	1300	No terminal repeats	NA	2	11	0.8661	NA	0	2.1924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5960	1412	No terminal repeats	NA	4	11	0.8656	NA	0	3.1437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2596	2686	No terminal repeats	NA	5	11	0.8584	NA	0	4.0055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_936	5424	No terminal repeats	NA	4	11	0.8573	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2083	3168	No terminal repeats	NA	4	11	0.8558	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6530	1321	No terminal repeats	NA	3	11	0.8538	NA	2	2.9625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1276	4458	No terminal repeats	NA	5	11	0.8506	NA	2	6.8620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7010	1253	No terminal repeats	NA	2	11	0.8479	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2744	2562	No terminal repeats	NA	4	11	0.8457	NA	0	1.8484	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7690	1174	No terminal repeats	NA	3	11	0.8455	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4143	1865	No terminal repeats	NA	3	11	0.8444	NA	0	2.7331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9451	1014	No terminal repeats	NA	3	11	0.8432	NA	2	2.8928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6985	1257	DTR	NA	2	11	0.8424	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8303	1110	No terminal repeats	NA	2	11	0.8395	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7896	1153	No terminal repeats	NA	2	15	0.8381	NA	0	1.7108	Unclassified
OTU_8863	1063	No terminal repeats	NA	2	11	0.8368	NA	1	3.1999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2679	2621	No terminal repeats	NA	4	11	0.8353	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2828	2497	No terminal repeats	NA	3	11	0.8325	NA	1	2.6489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6490	1326	No terminal repeats	NA	2	11	0.8307	NA	0	1.8677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1662	3706	No terminal repeats	NA	7	11	0.8287	NA	0	1.2259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1197	4670	No terminal repeats	NA	11	11	0.8285	NA	1	4.5626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2243	2993	No terminal repeats	NA	4	11	0.8277	NA	1	2.7799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4591	1722	No terminal repeats	NA	5	11	0.8275	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5988	1407	No terminal repeats	NA	3	11	0.8268	NA	1	2.4039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3906	1962	No terminal repeats	NA	4	11	0.8242	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_496	8024	No terminal repeats	NA	7	11	0.8222	NA	2	2.5955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2912	2448	No terminal repeats	NA	3	11	0.8215	NA	0	1.9679	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2690	2609	No terminal repeats	NA	5	11	0.8162	NA	1	2.6964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2873	2468	No terminal repeats	NA	4	11	0.8102	NA	0	1.7127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7672	1176	No terminal repeats	NA	4	11	0.8093	NA	0	1.9975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1444	4074	No terminal repeats	NA	2	11	0.8002	NA	0	1.4764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2403	2835	No terminal repeats	NA	3	11	0.7978	NA	1	1.7124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3999	1922	No terminal repeats	NA	2	11	0.7957	NA	1	3.2878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8208	1120	No terminal repeats	NA	1	15	0.7944	NA	0	1.2673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2839	2489	No terminal repeats	NA	3	11	0.7832	NA	0	2.2983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3507	2132	No terminal repeats	NA	2	11	0.7830	NA	0	2.4010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8380	1104	No terminal repeats	NA	2	11	0.7818	NA	0	2.0217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7276	1220	No terminal repeats	NA	2	11	0.7811	NA	0	1.5772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2292	2945	No terminal repeats	NA	7	11	0.7788	NA	1	2.3072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4974	1617	No terminal repeats	NA	3	11	0.7780	NA	1	1.3342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3208	2279	No terminal repeats	NA	4	11	0.7673	NA	0	2.7155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5635	1470	No terminal repeats	NA	3	11	0.7646	NA	1	1.8575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4060	1824	No terminal repeats	NA	7	11	0.7617	NA	0	0.0000	Unclassified
OTU_3939	1946	No terminal repeats	NA	4	11	0.7612	NA	1	2.8110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9464	1013	No terminal repeats	NA	2	11	0.7598	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4682	1695	No terminal repeats	NA	3	11	0.7588	NA	0	2.8010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_2625	2668	No terminal repeats	NA	5	11	0.7536	NA	2	2.3396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5848	1430	No terminal repeats	NA	4	11	0.7490	NA	0	1.1635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_233	12901	No terminal repeats	NA	23	11	0.7472	NA	0	4.6885	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_5371	1528	No terminal repeats	NA	3	11	0.7446	NA	0	1.5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4727	1684	No terminal repeats	NA	3	11	0.7409	NA	0	1.3059	Unclassified
OTU_7231	1227	No terminal repeats	NA	3	11	0.7390	NA	0	0.0000	Unclassified
OTU_3672	2059	No terminal repeats	NA	5	11	0.7321	NA	0	2.6767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8110	1131	No terminal repeats	NA	2	11	0.7299	NA	0	0.0000	Unclassified
OTU_7810	1160	No terminal repeats	NA	3	11	0.7219	NA	1	2.8125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_3321	2220	No terminal repeats	NA	3	11	0.7196	NA	2	2.2170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_8335	1107	No terminal repeats	NA	2	11	0.7108	NA	0	1.8982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_9304	1026	No terminal repeats	NA	4	11	0.7083	NA	0	1.7108	Unclassified
OTU_8365	1104	No terminal repeats	NA	3	11	0.7073	NA	0	1.0266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_832	5799	No terminal repeats	NA	1	11	0.7004	NA	0	0.0000	Unclassified
OTU_3638	2077	No terminal repeats	NA	3	11	0.6997	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_1558	3883	No terminal repeats	NA	6	11	0.6949	NA	0	2.0057	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4283	1815	No terminal repeats	NA	2	11	0.6835	NA	1	1.6856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_7212	1229	No terminal repeats	NA	2	11	0.6786	NA	0	1.1663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4967	1618	No terminal repeats	NA	3	11	0.6748	NA	0	1.2639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_6250	1363	No terminal repeats	NA	4	11	0.6685	NA	0	2.2746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
OTU_4700	1678	No terminal repeats	NA	3	11	0.6656	NA	0	1.7108	Unclassified
